id,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
4561,3,105,39,6,0,6,18,4,0,8,10,34,13,8,7,20,6
4562,20,439,219,60,31,91,27,10,3,30,51,184,86,52,39,24,8
4563,3,42,23,2,1,3,8,1,0,3,4,18,8,5,5,6,2
4564,4,101,33,18,6,24,0,1,4,4,19,19,13,14,7,0,0
4565,10,256,112,31,6,37,14,4,0,15,22,93,40,30,29,5,3
4566,10,375,205,38,16,54,52,9,4,26,40,168,87,36,29,5,2
4567,16,217,64,17,3,20,29,10,0,12,22,62,21,24,22,4,0
4568,5,70,19,1,3,4,17,4,1,9,9,15,8,4,3,1,0
4569,5,190,105,24,8,32,7,5,6,5,19,88,43,24,19,0,0
4570,10,419,247,89,66,155,43,8,7,30,36,162,88,108,65,18,6
4571,8,34,9,4,1,5,0,0,0,2,5,13,4,1,1,0,0
4572,5,19,4,2,0,2,0,0,1,0,4,6,1,2,2,0,0
4573,5,135,50,7,14,21,5,3,1,4,11,47,23,6,4,0,0
4574,5,207,122,39,7,46,44,5,5,18,10,99,44,32,29,19,5
4575,2,5,3,2,0,2,0,0,0,0,0,1,0,6,3,0,0
4576,3,127,60,7,2,9,13,6,2,13,7,54,24,10,10,5,2
4577,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4578,10,161,79,28,16,44,11,8,1,15,31,54,31,26,17,0,0
4579,9,99,21,6,2,8,16,3,0,7,13,19,6,9,6,7,3
4580,5,67,18,5,5,10,3,1,1,5,11,15,7,5,4,0,0
4581,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4582,2,13,3,0,0,0,0,2,0,0,3,3,1,0,0,1,1
4583,13,160,42,20,9,29,3,3,2,12,27,33,18,8,6,0,0
4584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4585,3,46,20,8,1,9,3,1,5,1,6,16,9,2,2,0,0
4586,16,462,129,50,25,75,16,5,4,25,52,121,50,43,29,0,0
4587,16,612,355,87,20,107,31,7,7,49,54,275,117,132,116,19,5
4588,10,388,128,27,12,39,85,17,2,19,21,104,50,31,28,4,0
4589,3,28,19,1,2,3,2,1,0,3,2,10,6,9,7,0,0
4590,9,173,23,13,11,24,25,7,4,7,21,35,10,0,0,12,3
4591,18,248,48,46,25,71,5,5,29,5,40,47,19,19,10,0,0
4592,4,9,4,1,0,1,0,0,0,1,1,6,2,0,0,0,0
4593,10,375,248,63,31,94,22,7,4,19,39,195,103,52,42,0,0
4594,5,186,114,44,4,48,20,2,4,7,12,70,41,46,32,0,0
4595,6,20,4,0,3,3,1,0,0,1,5,7,2,0,0,1,0
4596,3,70,42,5,4,9,6,1,0,5,4,45,18,6,6,1,0
4597,10,386,142,17,5,22,93,17,2,29,22,115,53,43,36,7,0
4598,9,175,82,32,16,48,10,8,15,13,27,44,32,19,17,2,1
4599,3,74,22,10,6,16,2,2,0,4,8,13,9,5,4,0,0
4600,7,51,12,2,0,2,4,3,0,4,9,8,3,6,5,4,1
4601,21,853,449,88,63,151,150,53,18,67,72,390,172,124,96,41,9
4602,15,453,197,59,28,87,16,5,9,33,60,187,82,46,33,0,0
4603,20,754,364,26,18,44,95,22,0,54,37,284,130,113,99,19,5
4604,3,31,0,6,1,7,2,4,1,1,3,0,0,0,0,0,0
4605,5,128,19,22,8,30,0,3,14,4,17,17,9,5,1,0,0
4606,5,94,36,10,8,18,8,7,2,12,16,26,14,8,7,3,1
4607,20,536,286,47,24,71,13,5,11,31,74,231,114,96,58,1,0
4608,5,196,69,25,7,32,32,6,0,10,18,62,26,19,12,15,5
4609,10,291,127,30,11,41,18,9,6,15,37,96,53,29,21,1,0
4610,3,76,59,6,3,9,9,2,1,2,6,44,25,11,9,0,0
4611,10,395,294,84,21,105,31,13,20,27,41,219,114,79,65,2,1
4612,3,113,40,9,4,13,18,2,1,8,6,34,16,9,8,2,0
4613,4,172,74,8,7,15,41,5,1,15,5,64,30,17,11,12,3
4614,3,8,6,0,1,1,2,0,0,1,1,5,3,0,0,0,0
4615,10,342,128,46,8,54,11,8,23,17,27,117,57,15,14,5,0
4616,7,47,19,4,2,6,10,2,0,5,2,20,9,0,0,3,1
4617,16,616,195,86,73,159,40,18,18,26,51,159,81,53,33,2,0
4618,4,12,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0
4619,4,12,4,5,3,8,0,1,0,3,3,5,2,0,0,0,0
4620,9,252,106,47,34,81,9,5,4,14,22,79,41,32,24,0,0
4621,5,47,5,7,2,9,0,2,0,2,11,4,2,4,1,0,0
4622,3,31,2,1,0,1,3,1,0,2,5,7,1,0,0,0,0
4623,5,97,47,15,6,21,3,6,1,3,3,42,19,5,4,9,5
4624,5,145,50,7,7,14,5,3,0,4,14,43,21,4,1,14,7
4625,3,79,21,5,5,10,11,5,2,2,13,17,5,10,10,3,1
4626,3,119,58,6,2,8,23,4,0,12,13,48,21,16,11,16,5
4627,5,16,2,0,0,0,0,1,0,0,4,4,1,0,0,3,0
4628,10,415,235,23,8,31,36,12,7,31,25,163,81,63,59,36,14
4629,8,19,2,1,2,3,4,2,0,1,3,5,1,0,0,3,0
4630,16,254,71,12,6,18,17,4,0,14,31,74,28,4,3,41,12
4631,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4632,16,583,298,49,13,62,73,24,0,34,43,219,112,73,68,24,6
4633,3,79,27,4,1,5,19,3,0,8,6,15,8,13,10,3,1
4634,4,47,15,4,4,8,5,2,0,3,7,22,5,6,5,0,0
4635,9,81,34,4,1,5,21,2,0,7,5,31,13,11,8,2,0
4636,4,148,51,8,8,16,9,6,2,4,16,48,20,13,11,1,0
4637,5,162,69,12,2,14,28,2,2,10,17,62,30,7,7,6,2
4638,16,337,196,42,15,57,17,10,4,20,40,160,72,47,37,38,15
4639,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,16,582,340,44,9,53,170,25,0,62,28,257,123,112,92,11,2
4641,9,376,227,45,12,57,115,11,1,36,28,155,76,79,70,25,5
4642,3,19,13,4,2,6,1,1,1,0,5,11,6,1,1,0,0
4643,20,463,206,28,28,56,54,8,4,31,38,184,85,43,34,7,2
4644,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,9,66,8,7,6,13,2,0,3,3,10,9,4,1,0,0,0
4646,16,674,587,91,24,115,109,45,14,56,54,426,219,159,133,50,16
4647,3,32,18,4,1,5,4,0,0,2,8,9,7,4,4,0,0
4648,5,73,8,5,1,6,10,4,0,2,6,14,4,0,0,3,0
4649,21,831,435,108,66,174,45,34,20,45,87,361,166,144,103,3,0
4650,16,281,110,34,17,51,9,6,8,17,32,91,37,47,36,1,0
4651,5,79,31,11,3,14,2,2,3,4,12,17,13,6,5,1,0
4652,2,4,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
4653,20,667,222,170,41,211,28,23,18,16,77,199,91,29,25,43,15
4654,2,14,1,1,0,1,2,0,0,2,4,3,0,2,1,0,0
4655,12,93,16,16,4,20,2,3,10,5,17,9,6,7,4,0,0
4656,3,28,18,6,2,8,2,0,0,1,8,10,6,9,5,1,1
4657,3,113,52,21,11,32,21,8,1,5,7,51,19,14,13,7,1
4658,5,200,101,16,9,25,22,7,2,12,14,62,37,35,27,1,0
4659,3,70,44,13,5,18,9,1,0,8,6,29,15,19,14,1,0
4660,4,147,38,23,4,27,5,8,9,9,17,40,16,0,0,16,6
4661,10,342,94,52,18,70,10,7,8,13,41,86,37,26,20,1,0
4662,16,479,201,51,30,81,34,20,2,18,34,150,73,65,51,12,4
4663,5,203,126,35,16,51,11,11,5,12,22,105,46,45,34,1,0
4664,4,159,79,7,5,12,17,5,0,6,12,81,30,21,11,26,8
4665,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4666,1,4,2,0,1,1,0,0,0,1,2,2,1,0,0,0,0
4667,3,21,3,7,1,8,0,0,0,0,5,3,1,2,1,0,0
4668,10,44,18,3,1,4,2,1,1,2,6,20,7,4,1,7,3
4669,5,192,110,31,8,39,13,2,10,14,17,69,42,29,25,3,1
4670,2,5,2,1,0,1,0,0,0,0,1,4,1,0,0,0,0
4671,3,125,62,11,1,12,6,3,0,3,6,35,20,21,19,7,3
4672,3,10,4,2,0,2,0,1,1,0,2,2,1,2,2,0,0
4673,9,86,16,8,3,11,21,7,1,7,11,24,6,8,4,6,0
4674,2,9,6,0,0,0,0,0,0,1,1,5,2,2,2,0,0
4675,5,159,61,20,4,24,12,3,10,2,20,45,26,12,9,0,0
4676,2,14,2,1,1,2,1,0,0,2,5,3,1,0,0,0,0
4677,15,228,47,36,16,52,5,10,1,7,45,36,17,21,13,1,0
4678,10,231,117,10,11,21,10,9,3,17,41,85,38,49,37,10,4
4679,4,18,2,1,3,4,0,1,1,0,1,7,1,0,0,0,0
4680,10,336,121,71,39,110,27,11,2,22,33,84,43,52,34,1,1
4681,4,161,74,31,15,46,8,10,23,11,19,70,31,17,12,0,0
4682,5,170,79,27,23,50,13,5,7,12,21,54,31,18,17,0,0
4683,5,62,19,0,0,0,7,5,0,3,1,16,8,4,3,1,0
4684,15,395,92,20,2,22,54,9,0,15,42,87,37,14,14,9,4
4685,3,10,6,1,1,2,0,0,0,1,3,5,2,2,2,2,0
4686,13,78,40,12,7,19,2,0,5,4,13,28,13,18,13,2,1
4687,3,118,45,12,10,22,8,3,2,7,17,36,16,17,13,1,0
4688,11,100,34,11,10,21,2,3,6,5,19,25,13,18,8,0,0
4689,3,123,40,14,6,20,12,1,0,4,11,45,17,12,5,10,1
4690,20,253,122,22,10,32,20,6,0,20,37,109,48,36,21,16,5
4691,4,122,89,3,6,9,6,5,0,3,14,60,28,31,28,10,5
4692,4,25,19,4,2,6,0,0,0,2,3,7,6,9,7,0,0
4693,15,612,289,75,33,108,83,31,19,49,62,210,104,100,71,31,10
4694,21,815,433,52,9,61,155,28,3,62,51,274,127,165,139,102,40
4695,4,129,59,13,8,21,30,6,1,7,14,44,19,26,21,3,0
4696,5,192,100,14,0,14,44,9,1,14,9,61,32,30,30,17,6
4697,3,16,5,3,5,8,2,0,0,1,2,4,2,0,0,1,1
4698,16,385,67,84,39,123,22,8,8,17,51,54,24,28,19,1,0
4699,3,84,47,18,8,26,1,2,4,2,10,48,19,10,9,0,0
4700,4,155,94,13,10,23,19,9,0,15,16,67,35,34,24,1,0
4701,4,79,39,3,5,8,3,0,1,5,9,20,13,16,13,1,0
4702,21,391,137,55,32,87,23,19,24,25,71,151,54,52,29,4,0
4703,10,375,244,84,36,120,23,11,40,24,35,167,89,96,65,5,1
4704,19,560,126,106,55,161,17,9,13,31,62,95,54,35,18,0,0
4705,3,38,8,8,0,8,1,2,1,3,7,3,1,8,6,0,0
4706,5,45,18,2,1,3,13,1,0,3,10,23,8,2,1,7,1
4707,20,547,190,60,57,117,20,9,33,22,76,122,58,98,74,0,0
4708,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4709,3,24,11,1,5,6,2,0,0,2,4,11,5,0,0,1,1
4710,3,125,61,17,5,22,5,2,1,10,13,47,23,16,15,3,0
4711,9,325,121,30,7,37,23,20,3,13,32,106,49,13,10,34,13
4712,4,117,20,14,0,14,7,2,4,12,19,23,6,8,6,7,2
4713,3,9,2,0,1,1,3,1,0,0,0,2,1,0,0,0,0
4714,1,15,11,0,0,0,1,1,0,1,3,8,5,2,1,1,0
4715,4,73,12,6,7,13,5,4,0,5,11,8,6,0,0,0,0
4716,4,16,17,0,0,0,0,1,0,1,1,8,5,7,7,2,0
4717,3,96,37,12,4,16,3,2,4,5,12,28,14,11,9,0,0
4718,5,194,75,12,4,16,75,6,0,14,20,69,29,20,16,13,1
4719,10,384,123,31,22,53,112,14,0,34,30,127,54,27,15,7,0
4720,3,129,50,37,9,46,1,7,10,9,12,46,22,12,6,1,0
4721,20,758,409,88,21,109,163,43,7,72,65,320,148,102,81,68,32
4722,3,54,18,9,6,15,2,0,1,7,13,15,7,4,4,0,0
4723,9,225,58,24,15,39,2,2,13,17,26,44,21,26,16,0,0
4724,9,89,19,4,11,15,4,2,1,2,22,18,7,10,5,0,0
4725,4,164,80,19,14,33,7,5,0,9,12,45,27,38,26,0,0
4726,10,178,60,9,5,14,20,10,0,6,19,55,22,6,6,27,10
4727,10,236,76,5,7,12,14,5,2,7,14,74,31,10,8,13,6
4728,3,8,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
4729,10,154,41,18,7,25,6,0,4,1,22,29,16,14,9,1,0
4730,3,25,2,3,0,3,1,0,1,2,5,5,1,0,0,0,0
4731,16,544,177,111,53,164,5,4,41,26,73,130,75,50,27,0,0
4732,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4733,4,51,16,9,4,13,2,1,0,4,5,15,7,3,2,0,0
4734,7,54,24,6,5,11,0,2,0,2,7,18,9,11,6,0,0
4735,10,319,146,22,14,36,52,14,1,18,23,137,63,22,18,8,2
4736,21,776,273,126,67,193,39,13,6,41,74,199,101,105,71,0,0
4737,3,81,41,9,4,13,5,1,2,3,16,23,14,16,13,0,0
4738,5,174,95,32,14,46,11,2,5,5,23,70,39,22,17,0,0
4739,9,49,20,6,5,11,3,2,0,5,8,27,9,2,2,2,0
4740,10,293,91,28,9,37,38,18,3,14,34,77,40,12,9,3,2
4741,2,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4742,1,6,2,0,0,0,2,0,0,0,1,3,1,0,0,1,0
4743,9,199,106,17,6,23,10,8,8,11,25,70,40,37,26,1,0
4744,9,366,218,39,11,50,27,14,3,22,18,181,90,43,36,8,2
4745,21,294,86,19,11,30,32,14,2,17,29,72,28,27,19,29,11
4746,5,13,4,2,1,3,0,0,0,0,0,6,2,0,0,0,0
4747,15,397,234,44,17,61,29,12,1,20,41,178,90,51,42,33,12
4748,16,277,128,27,1,28,31,12,4,24,33,105,47,28,23,36,11
4749,8,223,88,12,9,21,19,6,0,12,24,88,35,19,17,5,1
4750,4,159,76,17,2,19,19,6,2,13,16,68,33,13,8,10,2
4751,17,273,93,22,5,27,43,19,1,13,13,70,35,25,20,5,3
4752,6,41,15,6,5,11,2,2,0,0,6,15,6,6,3,0,0
4753,9,228,68,21,11,32,9,3,6,12,27,64,23,25,22,0,0
4754,8,326,199,53,31,84,48,15,3,25,23,125,74,75,49,20,2
4755,3,25,23,3,1,4,5,3,0,3,1,13,9,4,3,5,2
4756,5,107,58,6,4,10,11,1,0,9,11,44,16,25,24,5,2
4757,8,65,19,13,9,22,4,2,4,4,14,24,5,14,9,2,0
4758,5,163,69,26,7,33,1,3,13,11,17,41,20,32,29,0,0
4759,10,396,171,64,8,72,65,13,3,19,28,152,62,51,44,21,3
4760,8,109,24,15,4,19,1,1,12,5,14,18,9,9,6,0,0
4761,3,110,55,21,5,26,3,1,2,6,16,45,24,14,7,2,0
4762,11,284,134,36,9,45,41,11,6,22,32,108,53,34,28,5,0
4763,9,223,86,46,20,66,5,3,1,12,36,56,27,38,32,0,0
4764,4,29,9,1,2,3,1,0,0,1,2,8,4,0,0,2,1
4765,14,137,34,18,14,32,2,2,1,4,25,22,10,16,14,0,0
4766,5,80,25,12,9,21,2,3,2,3,12,14,6,17,13,0,0
4767,14,138,57,21,8,29,3,6,8,6,23,38,25,15,7,0,0
4768,2,15,8,1,0,1,2,0,1,1,0,8,4,1,0,0,0
4769,17,511,162,55,25,80,32,9,7,21,55,135,70,32,22,0,0
4770,3,24,16,2,3,5,2,2,0,1,0,12,7,6,2,0,0
4771,4,142,68,21,2,23,10,7,5,12,12,66,27,19,14,5,0
4772,3,101,30,6,3,9,16,3,1,8,9,23,14,2,1,3,1
4773,1,7,2,0,1,1,2,0,0,1,1,1,1,1,0,0,0
4774,3,13,2,4,1,5,1,0,0,1,2,2,1,0,0,0,0
4775,2,12,5,1,0,1,0,0,0,0,1,3,2,1,1,0,0
4776,4,124,59,23,14,37,4,3,2,9,13,49,25,18,9,1,0
4777,3,19,5,2,2,4,0,0,0,2,0,7,1,4,3,0,0
4778,19,609,252,78,49,127,21,27,41,41,65,172,97,71,57,6,1
4779,5,75,14,10,8,18,0,0,0,3,17,15,5,6,4,0,0
4780,18,116,35,8,0,8,21,0,0,9,17,33,14,6,4,11,3
4781,16,633,347,89,40,129,129,34,16,61,56,269,128,98,76,56,15
4782,16,511,187,67,40,107,14,8,8,39,53,182,73,56,41,0,0
4783,15,588,309,29,21,50,62,16,1,17,33,245,105,97,82,42,17
4784,9,255,39,39,17,56,5,1,13,7,41,31,16,12,7,0,0
4785,9,241,91,21,7,28,16,8,1,15,37,77,37,20,16,2,1
4786,15,345,160,22,15,37,9,2,3,24,43,150,61,55,38,0,0
4787,9,197,84,15,17,32,13,5,1,10,32,56,28,32,27,1,1
4788,4,132,59,14,8,22,16,4,1,9,9,40,17,32,25,3,0
4789,3,110,50,28,2,30,6,1,5,11,12,45,18,18,14,0,0
4790,5,73,24,11,6,17,3,0,0,2,10,18,8,12,8,0,0
4791,5,115,47,7,10,17,23,1,3,8,10,40,18,14,11,1,0
4792,3,41,16,2,0,2,7,2,1,7,4,24,8,0,0,4,0
4793,11,238,66,10,3,13,19,4,2,7,24,60,29,12,8,0,0
4794,8,287,135,38,14,52,10,5,6,15,16,104,48,46,39,0,0
4795,17,666,226,82,56,138,38,15,6,20,45,156,91,60,44,0,0
4796,3,37,15,3,3,6,6,1,0,3,2,13,5,6,5,0,0
4797,19,400,124,56,46,102,9,12,3,19,37,97,41,54,38,8,4
4798,1,5,2,1,1,2,2,0,0,1,0,1,1,0,0,0,0
4799,8,199,59,8,1,9,22,7,0,13,9,55,24,9,8,4,3
4800,3,11,8,3,1,4,0,0,0,1,3,6,3,2,2,0,0
4801,3,9,10,1,1,2,0,0,0,1,0,7,5,0,0,0,0
4802,9,396,227,28,5,33,101,28,7,25,22,185,90,38,30,48,17
4803,10,35,8,4,2,6,3,0,1,1,6,6,3,0,0,4,2
4804,8,329,167,38,8,46,27,20,10,16,29,101,47,63,59,26,14
4805,10,40,8,0,1,1,6,1,0,0,4,16,4,0,0,3,0
4806,3,40,17,3,0,3,3,1,0,6,3,12,6,4,3,3,2
4807,9,214,83,20,9,29,18,2,8,7,28,61,26,28,23,26,8
4808,3,13,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
4809,9,80,22,16,7,23,2,3,4,2,25,14,9,6,4,1,0
4810,17,209,80,4,0,4,10,11,0,11,21,78,33,4,3,28,11
4811,3,9,6,3,0,3,0,0,0,0,1,3,3,2,0,0,0
4812,5,18,8,2,2,4,1,0,1,1,2,6,2,9,4,0,0
4813,4,145,73,22,3,25,8,3,2,3,13,51,22,28,26,6,3
4814,3,123,45,4,2,6,25,2,0,6,17,32,17,10,9,5,2
4815,3,36,2,0,0,0,8,1,1,5,1,3,1,0,0,0,0
4816,2,21,16,2,1,3,4,1,0,1,4,13,5,6,6,1,0
4817,3,19,2,0,0,0,4,1,0,0,3,5,0,2,2,1,0
4818,3,86,24,10,4,14,8,2,1,5,13,28,10,4,4,0,0
4819,5,171,120,9,12,21,7,7,1,8,13,89,46,29,24,15,4
4820,4,146,51,11,2,13,39,2,1,12,9,53,16,30,18,7,1
4821,19,823,414,131,23,154,240,23,0,77,43,268,118,178,157,71,21
4822,15,438,228,39,37,76,43,11,4,17,33,220,102,31,22,13,2
4823,17,689,529,90,18,108,142,40,23,43,53,376,197,148,125,26,10
4824,5,149,66,23,13,36,6,3,4,16,20,57,22,27,22,1,0
4825,16,588,286,59,52,111,49,28,7,17,68,226,105,101,76,0,0
4826,11,86,23,13,9,22,2,1,1,9,15,27,8,11,7,1,0
4827,5,31,8,6,5,11,1,0,0,2,7,9,4,0,0,0,0
4828,4,56,32,3,1,4,9,1,0,4,7,26,13,7,5,3,1
4829,5,133,10,19,4,23,7,2,4,3,17,14,4,2,2,0,0
4830,15,446,164,80,42,122,19,5,12,17,54,148,66,31,27,17,5
4831,4,55,26,14,4,18,1,1,3,2,12,11,6,17,14,0,0
4832,2,5,4,2,0,2,0,0,0,0,0,2,2,0,0,0,0
4833,17,192,45,19,22,41,7,10,7,2,28,41,21,6,3,0,0
4834,11,462,246,50,18,68,32,12,6,20,33,195,95,68,56,4,0
4835,6,72,26,21,7,28,2,0,7,8,15,25,12,5,2,0,0
4836,3,41,14,5,4,9,1,0,0,3,6,16,5,2,1,8,3
4837,8,208,51,35,7,42,14,2,4,8,25,36,20,14,11,0,0
4838,4,110,42,9,6,15,7,5,1,2,12,32,12,19,14,11,4
4839,9,351,186,28,7,35,29,9,1,12,22,144,71,48,44,2,0
4840,9,383,267,97,23,120,29,9,11,26,35,209,95,91,77,8,0
4841,5,84,21,15,16,31,3,2,1,2,4,20,4,14,13,0,0
4842,9,206,119,15,8,23,27,11,1,14,21,84,42,39,35,1,0
4843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844,3,113,56,7,1,8,9,2,1,7,8,56,23,2,1,27,9
4845,2,13,6,1,1,2,0,0,0,0,1,7,2,3,2,0,0
4846,4,101,38,11,4,15,5,0,2,10,10,41,17,6,4,1,0
4847,11,376,228,54,18,72,20,5,14,14,42,148,78,80,66,11,6
4848,4,114,38,16,7,23,8,3,0,6,13,28,16,11,6,1,0
4849,5,95,14,12,6,18,22,6,1,3,15,23,6,4,2,2,0
4850,2,8,4,1,0,1,0,1,0,0,1,4,2,1,0,0,0
4851,5,193,108,11,5,16,14,8,2,12,14,70,34,37,32,19,8
4852,3,8,2,2,0,2,1,1,0,1,4,1,1,0,0,0,0
4853,5,91,36,10,6,16,2,3,0,3,16,22,11,16,13,6,1
4854,8,366,190,49,9,58,23,15,12,25,23,131,69,50,43,13,9
4855,3,22,12,2,3,5,0,0,1,1,2,5,4,5,4,0,0
4856,2,20,2,3,2,5,0,0,0,1,2,5,1,0,0,1,0
4857,3,100,23,16,15,31,3,2,1,7,13,21,10,6,3,0,0
4858,3,129,66,32,12,44,6,4,8,8,11,45,26,17,14,1,0
4859,4,15,6,0,0,0,1,1,0,0,4,6,2,2,2,0,0
4860,2,6,2,1,0,1,0,0,0,1,3,4,1,0,0,0,0
4861,10,296,158,59,33,92,6,8,7,16,34,97,58,61,42,0,0
4862,17,487,140,21,2,23,53,11,0,6,32,117,62,14,14,14,2
4863,5,135,24,8,5,13,32,8,1,9,16,27,11,2,2,1,0
4864,17,198,70,33,32,65,4,2,8,14,41,53,29,22,12,0,0
4865,19,752,336,116,41,157,33,15,27,37,69,221,121,109,83,30,11
4866,5,192,130,25,3,28,16,5,0,12,15,90,48,21,17,31,17
4867,9,117,29,23,4,27,3,2,4,2,35,17,12,8,5,0,0
4868,5,112,57,8,6,14,4,4,1,11,12,57,19,17,16,10,3
4869,11,170,49,17,23,40,2,6,2,2,17,21,16,21,17,0,0
4870,17,704,368,114,37,151,99,42,19,55,58,282,142,101,80,17,4
4871,16,595,289,36,8,44,105,24,1,32,32,204,102,79,68,47,17
4872,4,124,33,6,5,11,16,8,3,6,15,32,13,9,6,4,1
4873,3,36,9,1,0,1,3,1,0,2,2,8,4,0,0,3,1
4874,4,53,4,6,8,14,4,5,1,4,6,5,2,0,0,0,0
4875,7,41,6,7,1,8,2,1,0,2,7,9,3,0,0,1,0
4876,9,372,201,37,10,47,22,5,6,17,28,169,85,24,23,24,8
4877,5,173,78,14,6,20,15,5,2,4,14,64,30,19,17,11,1
4878,3,118,71,11,7,18,15,8,0,10,12,49,29,13,10,9,3
4879,3,103,34,11,4,15,7,2,1,5,5,35,16,2,2,1,0
4880,16,354,165,39,24,63,18,7,16,25,47,117,63,69,38,3,1
4881,4,166,103,43,11,54,8,6,15,15,11,51,35,38,33,1,0
4882,2,13,2,1,0,1,1,1,0,4,1,4,1,0,0,0,0
4883,15,495,94,110,67,177,14,11,10,13,55,91,41,24,10,9,2
4884,6,32,4,2,1,3,0,1,1,2,6,2,2,0,0,0,0
4885,9,58,24,0,2,2,17,3,0,3,6,21,9,4,2,12,4
4886,15,308,112,42,20,62,11,6,20,13,58,70,38,60,36,0,0
4887,5,41,15,4,0,4,4,4,2,1,9,10,6,4,2,2,1
4888,3,71,28,8,4,12,3,3,1,6,8,23,9,11,10,1,0
4889,5,179,79,26,10,36,11,2,0,11,17,57,27,30,25,4,0
4890,18,678,237,44,13,57,29,23,4,17,53,186,95,34,27,38,20
4891,11,316,121,30,8,38,51,10,1,25,34,100,47,30,26,3,1
4892,3,51,14,9,3,12,6,5,1,3,4,15,6,2,1,2,1
4893,10,86,29,7,2,9,5,3,1,8,20,21,9,14,11,1,0
4894,3,113,46,4,4,8,24,4,1,6,5,38,18,9,8,4,2
4895,3,57,2,7,6,13,4,1,1,2,11,4,1,1,0,1,0
4896,2,6,2,0,0,0,1,0,0,0,2,2,1,0,0,1,0
4897,7,40,14,0,3,3,2,1,0,6,6,13,6,3,2,0,0
4898,5,88,49,14,4,18,2,1,7,5,23,37,21,8,7,0,0
4899,3,28,6,2,1,3,6,0,0,6,4,5,2,2,2,0,0
4900,9,373,164,32,10,42,124,20,2,32,33,108,58,44,37,27,11
4901,4,168,75,16,5,21,35,9,0,13,14,67,29,21,17,6,0
4902,18,274,119,20,8,28,11,8,4,16,31,125,47,32,25,0,0
4903,3,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4904,13,436,176,41,13,54,111,13,2,41,41,149,60,69,50,22,6
4905,5,126,45,25,6,31,8,4,7,10,15,39,19,7,7,0,0
4906,8,42,4,6,3,9,0,0,3,1,10,7,2,0,0,0,0
4907,3,116,47,18,7,25,8,2,0,6,8,38,22,6,3,0,0
4908,5,136,73,7,1,8,17,5,0,8,14,56,30,10,9,11,4
4909,9,116,32,18,0,18,8,3,4,4,29,33,14,11,3,3,1
4910,2,4,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0
4911,3,66,24,9,3,12,9,1,0,1,7,25,9,2,2,10,4
4912,8,189,58,11,2,13,35,11,0,8,12,48,21,16,13,9,3
4913,3,99,51,7,1,8,4,1,0,12,8,32,13,25,22,5,3
4914,1,4,2,2,0,2,0,0,0,1,2,1,1,1,0,0,0
4915,3,31,10,5,2,7,2,1,1,3,8,8,4,2,2,0,0
4916,5,154,66,14,8,22,24,7,1,13,13,57,25,16,11,12,5
4917,4,93,23,10,8,18,2,2,10,3,15,15,9,7,5,0,0
4918,5,195,104,26,6,32,13,9,5,11,8,94,35,35,32,15,2
4919,1,13,9,0,2,2,0,0,0,2,4,6,4,2,1,0,0
4920,3,78,32,6,2,8,5,5,1,8,11,38,14,2,2,7,2
4921,16,572,165,90,53,143,14,10,4,24,55,130,65,58,35,0,0
4922,4,10,8,2,2,4,0,0,0,1,1,5,4,0,0,0,0
4923,5,159,77,27,18,45,5,3,1,2,22,67,27,30,21,3,2
4924,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0
4925,5,183,103,9,7,16,42,14,0,12,23,65,30,48,43,1,0
4926,12,72,23,16,4,20,3,1,3,4,15,13,6,20,11,1,0
4927,3,38,14,2,1,3,1,1,0,1,8,12,6,3,2,0,0
4928,1,6,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0
4929,3,44,7,4,1,5,3,3,0,1,8,3,2,4,2,1,1
4930,18,733,379,48,25,73,70,19,2,40,34,346,161,72,53,24,4
4931,7,36,12,0,0,0,7,0,0,2,0,11,6,0,0,1,0
4932,8,25,12,4,0,4,2,0,0,2,4,10,5,4,2,0,0
4933,1,9,5,0,0,0,1,0,0,0,0,7,2,0,0,2,1
4934,5,113,45,5,4,9,12,2,1,13,9,48,16,16,12,5,1
4935,21,449,222,32,8,40,49,15,1,25,58,169,81,47,39,52,21
4936,4,24,7,5,1,6,1,2,0,2,8,5,3,1,1,0,0
